fname,label
smash-boooooom.wav,Punches Hits Discoblasts
thick-punch.wav,Punches Hits Discoblasts
one-piano-hit.wav,Punches Hits Discoblasts
drop-kick-01.wav,Punches Hits Discoblasts
orchhit9.wav,Punches Hits Discoblasts
orchhit8.wav,Punches Hits Discoblasts
mellow-orch-hit.wav,Punches Hits Discoblasts
drop-kick-06.wav,Punches Hits Discoblasts
73.wav,Punches Hits Discoblasts
drop-kick-07.wav,Punches Hits Discoblasts
triple-dirt-hit.wav,Punches Hits Discoblasts
drop-kick-09b.wav,Punches Hits Discoblasts
drop-kick-05.wav,Punches Hits Discoblasts
HUGE-CHEEZY-bright-stab.wav,Punches Hits Discoblasts
drop-kick-09.wav,Punches Hits Discoblasts
Rip-Off-Hit1.wav,Punches Hits Discoblasts
orchhit3.wav,Punches Hits Discoblasts
orchhit2.wav,Punches Hits Discoblasts
drop-kick-08.wav,Punches Hits Discoblasts
ting.wav,Punches Hits Discoblasts
orchhit14.wav,Punches Hits Discoblasts
classic-rave-stab.wav,Punches Hits Discoblasts
orchhit5.wav,Punches Hits Discoblasts
orchhitt.wav,Punches Hits Discoblasts
orchhit11.wav,Punches Hits Discoblasts
orchhit4.wav,Punches Hits Discoblasts
bass-rhodes-punch.wav,Punches Hits Discoblasts
brass-hit-2.wav,Punches Hits Discoblasts
orchhit6.wav,Punches Hits Discoblasts
dubby-guitar-hit.wav,Punches Hits Discoblasts
orchhit12.wav,Punches Hits Discoblasts
orchhit7.wav,Punches Hits Discoblasts
manny-horn-hit.wav,Punches Hits Discoblasts
roller-disco-bomb-drop.wav,Punches Hits Discoblasts
spasmhit1.wav,Punches Hits Discoblasts
drop-kick-010.wav,Punches Hits Discoblasts
drop-kick-011.wav,Punches Hits Discoblasts
scratchme.wav,Punches Hits Discoblasts
drop-kick-013.wav,Punches Hits Discoblasts
spasmhit2.wav,Punches Hits Discoblasts
chomp-hit.wav,Punches Hits Discoblasts
Manix.wav,Punches Hits Discoblasts
spasmhit3.wav,Punches Hits Discoblasts
chicca-hit.wav,Punches Hits Discoblasts
spasmhit4.wav,Punches Hits Discoblasts
drop-kick-014.wav,Punches Hits Discoblasts
ec-kik098.wav,Kicks
ec-kik073.wav,Kicks
ec-kik067.wav,Kicks
bunchakiks47.wav,Kicks
space-kick.wav,Kicks
action-kick.wav,Kicks
obnoxiouskick-34.wav,Kicks
obnoxiouskick-20.wav,Kicks
chomp-bass.wav,Kicks
ec-kik107.wav,Kicks
ec-kik113.wav,Kicks
ec-kik112.wav,Kicks
ec-kik106.wav,Kicks
obnoxiouskick-21.wav,Kicks
bunchakiks46.wav,Kicks
ec-kik066.wav,Kicks
ec-kik072.wav,Kicks
lofi-kick-01.wav,Kicks
ec-kik099.wav,Kicks
ceramic-kick.wav,Kicks
lofi-kick-03.wav,Kicks
ec-kik058.wav,Kicks
ec-kik064.wav,Kicks
ec-kik070.wav,Kicks
bunchakiks44.wav,Kicks
Clang Kick 55-03.wav,Kicks
blimey-kick.wav,Kicks
obnoxiouskick-23.wav,Kicks
ec-kik138.wav,Kicks
ec-kik110.wav,Kicks
ec-kik104.wav,Kicks
ec-kik105.wav,Kicks
ec-kik111.wav,Kicks
ec-kik139.wav,Kicks
tyrannosaur-kick.wav,Kicks
obnoxiouskick-22.wav,Kicks
microscopic-kick.wav,Kicks
bunchakiks45.wav,Kicks
ec-kik071.wav,Kicks
ec-kik065.wav,Kicks
ec-kik059.wav,Kicks
lofi-kick-02.wav,Kicks
tonal-lofi-kick.wav,Kicks
lofi-kick-12.wav,Kicks
lofi-kick-06.wav,Kicks
ec-kik061.wav,Kicks
ec-kik075.wav,Kicks
reverb-vox-kick.wav,Kicks
ec-kik049.wav,Kicks
bunchakiks41.wav,Kicks
blobble-kickdown.wav,Kicks
ec-kik115.wav,Kicks
ec-kik101.wav,Kicks
ec-kik129.wav,Kicks
obnoxiouskick-26.wav,Kicks
clicky-phat-kick.wav,Kicks
clucky-clicky-kick.wav,Kicks
ec-kik128.wav,Kicks
obnoxiouskick-27.wav,Kicks
ec-kik100.wav,Kicks
ec-kik114.wav,Kicks
absolutely-insane-kikdrum.wav,Kicks
pure-hardcore-kick-1.wav,Kicks
bunchakiks40.wav,Kicks
ec-kik048.wav,Kicks
ec-kik074.wav,Kicks
ec-kik060.wav,Kicks
lofi-kick-07.wav,Kicks
gorgeous-kick.wav,Kicks
lofi-kick-05.wav,Kicks
lofi-kick-11.wav,Kicks
ec-kik089.wav,Kicks
ec-kik076.wav,Kicks
ec-kik062.wav,Kicks
bunchakiks42.wav,Kicks
bong-thong-kick.wav,Kicks
basic-ekick.wav,Kicks
soul-thick-kick.wav,Kicks
ec-kik102.wav,Kicks
obnoxiouskick-19.wav,Kicks
ec-kik116.wav,Kicks
kick-swish.wav,Kicks
obnoxiouskick-25.wav,Kicks
obnoxiouskick-24.wav,Kicks
obnoxiouskick-30.wav,Kicks
obnoxiouskick-18.wav,Kicks
ec-kik117.wav,Kicks
ec-kik103.wav,Kicks
distant-explosion-kick.wav,Kicks
pure-hardcore-kick-2.wav,Kicks
superzoomkick.wav,Kicks
bunchakiks43.wav,Kicks
ec-kik063.wav,Kicks
ec-kik077.wav,Kicks
ec-kik088.wav,Kicks
lofi-kick-10.wav,Kicks
tubular-distorto-kick.wav,Kicks
lofi-kick-04.wav,Kicks
ec-kik038.wav,Kicks
ec-kik010.wav,Kicks
ec-kik004.wav,Kicks
bunchakiks18.wav,Kicks
bunchakiks30.wav,Kicks
bunchakiks1.wav,Kicks
obnoxiouskick-57.wav,Kicks
obnoxiouskick-43.wav,Kicks
obnoxiouskick-42.wav,Kicks
obnoxiouskick-56.wav,Kicks
adjusted-kick.wav,Kicks
tonic-kick.wav,Kicks
bunchakiks31.wav,Kicks
depth-kick.wav,Kicks
bunchakiks19.wav,Kicks
ec-kik005.wav,Kicks
ec-kik011.wav,Kicks
ec-kik039.wav,Kicks
ec-kik007.wav,Kicks
big-ol-yamaha-kick.wav,Kicks
ec-kik013.wav,Kicks
bunchakiks33.wav,Kicks
bunchakiks2.wav,Kicks
hard-electro-kick.wav,Kicks
distorto-speaker-ripper-kick.wav,Kicks
obnoxiouskick-40.wav,Kicks
Tikik9.wav,Kicks
bonger-kick.wav,Kicks
obnoxiouskick-69.wav,Kicks
Tikik8.wav,Kicks
obnoxiouskick-55.wav,Kicks
obnoxiouskick-41.wav,Kicks
somewhat-distorted-kick.wav,Kicks
exhale-kick.wav,Kicks
bunchakiks3.wav,Kicks
vinyl-dirty-kick.wav,Kicks
bunchakiks32.wav,Kicks
absurdistan-kick.wav,Kicks
ec-kik012.wav,Kicks
thick-as-heck-kick.wav,Kicks
ec-kik006.wav,Kicks
dark-verby-kicker.wav,Kicks
ec-kik002.wav,Kicks
bangibeats-kick.wav,Kicks
ec-kik016.wav,Kicks
bunchakiks7.wav,Kicks
obnoxiouskick-51.wav,Kicks
obnoxiouskick-50.wav,Kicks
guarded-kick.wav,Kicks
bunchakiks6.wav,Kicks
even-more-insane-kickdrum.wav,Kicks
ec-kik017.wav,Kicks
ec-kik003.wav,Kicks
ec-kik015.wav,Kicks
ec-kik001.wav,Kicks
ec-kik029.wav,Kicks
bunchakiks35.wav,Kicks
bunchakiks4.wav,Kicks
round-n-fat-kick.wav,Kicks
ec-kik149.wav,Kicks
ec-kik148.wav,Kicks
obnoxiouskick-47.wav,Kicks
obnoxiouskick-53.wav,Kicks
long-subba-kick.wav,Kicks
uno-super-low-808-kick.wav,Kicks
bunchakiks5.wav,Kicks
bunchakiks34.wav,Kicks
enormous-808-kick.wav,Kicks
ec-kik028.wav,Kicks
ec-kik014.wav,Kicks
Tikik12.wav,Kicks
ec-kik019.wav,Kicks
ec-kik031.wav,Kicks
clocked-kick.wav,Kicks
ec-kik025.wav,Kicks
crunky-kick.wav,Kicks
bunchakiks11.wav,Kicks
bunchakiks8.wav,Kicks
obnoxiouskick-4.wav,Kicks
respect-kick.wav,Kicks
Tikik3.wav,Kicks
obnoxiouskick-76.wav,Kicks
ec-kik145.wav,Kicks
waaaaay-low-kick.wav,Kicks
ec-kik150.wav,Kicks
ec-kik144.wav,Kicks
Tikik2.wav,Kicks
obnoxiouskick-5.wav,Kicks
bunchakiks9.wav,Kicks
bunchakiks10.wav,Kicks
ec-kik024.wav,Kicks
ec-kik030.wav,Kicks
ec-kik018.wav,Kicks
apocalypse-kick.wav,Kicks
Tikik13.wav,Kicks
Tikik11.wav,Kicks
ec-kik026.wav,Kicks
ec-kik032.wav,Kicks
bunchakiks12.wav,Kicks
kick-hat-inxs.wav,Kicks
obnoxiouskick-75.wav,Kicks
Tikik0.wav,Kicks
obnoxiouskick-49.wav,Kicks
ec-kik146.wav,Kicks
obnoxiouskick-48.wav,Kicks
ec-kik147.wav,Kicks
distorted-bass-blast-with-echoes.wav,Kicks
obnoxiouskick-74.wav,Kicks
Tikik1.wav,Kicks
church-kik-hit.wav,Kicks
bunchakiks13.wav,Kicks
ec-kik033.wav,Kicks
ec-kik027.wav,Kicks
Tikik10.wav,Kicks
Tikik14.wav,Kicks
ec-kik023.wav,Kicks
hurd-kick.wav,Kicks
ec-kik037.wav,Kicks
explosive-verb-kick.wav,Kicks
bunchakiks17.wav,Kicks
stereo-noise-kick.wav,Kicks
falling-apart-kick.wav,Kicks
obnoxiouskick-2.wav,Kicks
ec-kik143.wav,Kicks
Tikik5.wav,Kicks
obnoxiouskick-70.wav,Kicks
Tikik4.wav,Kicks
obnoxiouskick-71.wav,Kicks
ec-kik142.wav,Kicks
gabber-1bit-kick1.wav,Kicks
obnoxiouskick-3.wav,Kicks
smashy-splash-kick.wav,Kicks
floppy-verby-hardcore-kick.wav,Kicks
bunchakiks16.wav,Kicks
ec-kik036.wav,Kicks
ec-kik022.wav,Kicks
Tikik15.wav,Kicks
bigbassfoot-kick.wav,Kicks
Tikik17.wav,Kicks
ec-kik034.wav,Kicks
ec-kik020.wav,Kicks
ec-kik008.wav,Kicks
bunchakiks14.wav,Kicks
obnoxiouskick-1.wav,Kicks
gabber-1bit-kick3.wav,Kicks
ec-kik140.wav,Kicks
obnoxiouskick-73.wav,Kicks
Tikik6.wav,Kicks
obnoxiouskick-72.wav,Kicks
Tikik7.wav,Kicks
ec-kik141.wav,Kicks
gabber-1bit-kick2.wav,Kicks
bunchakiks15.wav,Kicks
ec-kik009.wav,Kicks
ec-kik021.wav,Kicks
ec-kik035.wav,Kicks
Tikik16.wav,Kicks
lofi-kick-09.wav,Kicks
ec-kik091.wav,Kicks
ec-kik085.wav,Kicks
ec-kik052.wav,Kicks
ec-kik046.wav,Kicks
atmospheric-dirty-kick.wav,Kicks
hard-8bitnoise-kick.wav,Kicks
broken-head-drum.wav,Kicks
obnoxiouskick-15.wav,Kicks
ec-kik126.wav,Kicks
ec-kik132.wav,Kicks
cushions-kick1.wav,Kicks
ec-kik133.wav,Kicks
obnoxiouskick-28.wav,Kicks
ec-kik127.wav,Kicks
monster-gated-kick.wav,Kicks
giant-afro-kick1.wav,Kicks
quarterback-kick.wav,Kicks
ec-kik047.wav,Kicks
ec-kik053.wav,Kicks
ec-kik084.wav,Kicks
ec-kik090.wav,Kicks
lofi-kick-08.wav,Kicks
ec-kik086.wav,Kicks
ec-kik092.wav,Kicks
ec-kik079.wav,Kicks
ec-kik045.wav,Kicks
ec-kik051.wav,Kicks
pure-deep-kick.wav,Kicks
ec-kik119.wav,Kicks
obnoxiouskick-16.wav,Kicks
cushions-kick2.wav,Kicks
ec-kik131.wav,Kicks
ec-kik125.wav,Kicks
ec-kik124.wav,Kicks
ec-kik130.wav,Kicks
ec-kik118.wav,Kicks
stereo-swish-kick.wav,Kicks
bass-kickers-2.wav,Kicks
giant-afro-kick2.wav,Kicks
hectech-kick.wav,Kicks
808-kick-fat-n-low.wav,Kicks
ec-kik050.wav,Kicks
ec-kik044.wav,Kicks
solid-thuddy-low-kick.wav,Kicks
ec-kik078.wav,Kicks
ec-kik093.wav,Kicks
ec-kik087.wav,Kicks
ec-kik083.wav,Kicks
ec-kik097.wav,Kicks
devit-kick.wav,Kicks
ec-kik040.wav,Kicks
ec-kik054.wav,Kicks
ec-kik068.wav,Kicks
bunchakiks48.wav,Kicks
bigcheeks-kick.wav,Kicks
anne-savage-kick.wav,Kicks
hardkick-double-echo.wav,Kicks
ec-kik134.wav,Kicks
ec-kik120.wav,Kicks
ec-kik108.wav,Kicks
trance-kick.wav,Kicks
ec-kik109.wav,Kicks
ec-kik121.wav,Kicks
ec-kik135.wav,Kicks
angry-distorto-kick.wav,Kicks
ec-kik069.wav,Kicks
ec-kik055.wav,Kicks
ec-kik041.wav,Kicks
ec-kik096.wav,Kicks
ec-kik082.wav,Kicks
ec-kik094.wav,Kicks
ec-kik080.wav,Kicks
ec-kik057.wav,Kicks
ec-kik043.wav,Kicks
small-kick.wav,Kicks
big-v-kick-drum.wav,Kicks
ec-kik123.wav,Kicks
obnoxiouskick-38.wav,Kicks
ec-kik137.wav,Kicks
obnoxiouskick-39.wav,Kicks
ec-kik136.wav,Kicks
ec-kik122.wav,Kicks
beepy-kick.wav,Kicks
lofi-crunch-kick.wav,Kicks
hardcore-happyhouse-kick.wav,Kicks
boomy-dirty-kick.wav,Kicks
boomer-bass.wav,Kicks
insane-ouchy-808-blarp-kick.wav,Kicks
ec-kik042.wav,Kicks
ec-kik056.wav,Kicks
ec-kik081.wav,Kicks
ec-kik095.wav,Kicks
twotone-lopass-mysteryinst.aif,convert
bluespianopunch.aif,convert
rhodes_chord.aif,convert
tabla6.aif,convert
tabla5.aif,convert
tabla4.aif,convert
tey.aif,convert
tabla1.aif,convert
tabla3.aif,convert
tabla2.aif,convert
dhin-slide.aif,convert
dha-slide.aif,convert
dhin-noslide.aif,convert
ghay.aif,convert
kut.aif,convert
tay.aif,convert
dha-noslide.aif,convert
dhi.aif,convert
ti-ri.aif,convert
gi.aif,convert
tun.aif,convert
na.aif,convert
ti.aif,convert
down_in_china.aif,convert
long_real_crash.aif,convert
biggest_gong_ever2.aif,convert
biggest_gong_ever1.aif,convert
.DS_Store,convert
two_tone_gong.aif,convert
dramatic-bong.aif,convert
resonance-gong.aif,convert
gong_morph.aif,convert
backwards-in-crash.aif,convert
muted_gong.aif,convert
thin_gong.aif,convert
oscillator_two_tone_gong.aif,convert
.DS_Store,convert
deep_dissonant_bell.aif,convert
belltree.aif,convert
buizen-bell-E.aif,convert
big_dissonant_round_bell.aif,convert
wind_chimes.aif,convert
hand_bells.aif,convert
piatti orch cymbal.aif,convert
opencym.aif,convert
grungecymbal.aif,convert
darkrevcym.aif,convert
thin-splash.aif,convert
backhit-crash-glissdown.aif,convert
big_china_cym.aif,convert
revflangcym.aif,convert
sillycym.aif,convert
manyback.aif,convert
crash-glissdown.aif,convert
softcym.aif,convert
curiouscym2.aif,convert
curiouscym1.aif,convert
descending-crashes.aif,convert
.DS_Store,convert
RIDE4B.WAV,convert
ridebell.aif,convert
909-bright-ride.aif,convert
beauty_ride1_(long).aif,convert
hardride.aif,convert
RIDE91.WAV,convert
Ride_01-vs.aif,convert
RIDECUP1_MIX.WAV,convert
ride_bell_long.aif,convert
RIDE_S26.WAV,convert
hiride.aif,convert
ridebell2.aif,convert
CYMRIDE8.aif,convert
squareride.aif,convert
CYMRIDE10.aif,convert
CYMRIDE11.aif,convert
Ride_02.1-vs.aif,convert
three_ride_hits.aif,convert
hismashride.aif,convert
CYMRIDE13.aif,convert
CYMRIDE12.aif,convert
RIDE_S_12.WAV,convert
CYMRIDE16.aif,convert
sizzle_bell.aif,convert
CYMRIDE17.aif,convert
909-cut-through-ride.aif,convert
RIDE_S_11.WAV,convert
losmashride.aif,convert
CYMRIDE15.aif,convert
CYMRIDE14.aif,convert
stereoride.aif,convert
CYMRIDE1.aif,convert
basic-ridebell.aif,convert
electroride.aif,convert
CYMRIDE18.aif,convert
cup.aif,convert
CYMRIDE2.aif,convert
CYMRIDE3.aif,convert
crystal_ride.aif,convert
CYMRIDE7.aif,convert
harderride.aif,convert
cleanride.aif,convert
CYMRIDE6.aif,convert
CYMRIDE4.aif,convert
flat-ride.aif,convert
CYMRIDE5.aif,convert
smallridebel.aif,convert
crispride.aif,convert
revride.aif,convert
beauty_ride2_(long).aif,convert
smallride.aif,convert
RIDE3.WAV,convert
longhiride.aif,convert
ride_long.aif,convert
Ride_02.2-vs.aif,convert
junglesine.aif,convert
glide_up_down_sub.aif,convert
sub_to_open_wah.aif,convert
junglesine2.aif,convert
junglesine3.aif,convert
sustained_2_octave.aif,convert
sweep_me_low_bass.aif,convert
shiphorn_tekstep_bass.aif,convert
gliding_808_sub.aif,convert
short.aif,convert
synthy_round.aif,convert
deeep_n_low.aif,convert
jungasubdown.aif,convert
junglerevbass.aif,convert
fukubass2.aif,convert
thin_808_sub.aif,convert
sustained_3_octave.aif,convert
mega_jungasubdown.aif,convert
fat_808_sub.aif,convert
sustained_deep_low.aif,convert
jordana-bass1.aif,convert
oldschool-jungatone.aif,convert
acoustic_bass_f_sharp.aif,convert
darkbass-stutters.aif,convert
rip-yer-face-off-bass.aif,convert
vinyl_pull_bass.aiv,convert
jordana-bass2.aif,convert
squirtbass.aif,convert
i_will_now_kill_you_bass.aif,convert
fuggin-nastyass-bass.aif,convert
zubbedup_distorto_bass.aif,convert
hardon.aif,convert
simplelow.aif,convert
super_space_bass.aif,convert
bumblebass.aif,convert
.DS_Store,convert
niceround.aif,convert
percusso-sub.aif,convert
realbass.aif,convert
ultralow.aif,convert
synbass2.aif,convert
lower-screamy-giant-synth.aif,convert
pillar_subbass.aif,convert
storm-bass.aif,convert
hardlow.aif,convert
deep-bass-warbles.aif,convert
mellomidanalog.aif,convert
escape-bass.aif,convert
fatreverb.aif,convert
fatnlow.aif,convert
plukbass.aif,convert
harmonic-subbass.aif,convert
bow-bass-echo.aif,convert
stacatto_bass.aif,convert
dirtybass_whoopend.aif,convert
curiousbass.aif,convert
hurt-me-techstep-bass.aif,convert
twofreq.aif,convert
verbybass.aif,convert
must-destroy-subbass.aif,convert
glissbass.aif,convert
bad_synth_bass.aif,convert
gross.aif,convert
gliss_down_bass.aif,convert
insane-megabass.aif,convert
glass-breaker-bass.aif,convert
casiobass.aif,convert
junobass.aif,convert
lowslap.aif,convert
edge_of_distortion_bass.aif,convert
eeriefilt.aif,convert
telemetry-bass.aif,convert
sh101_4.aif,convert
nicebass.aif,convert
short_tone_bass.aif,convert
bass-synth.aif,convert
synbass.aif,convert
nice-solid-sub.aif,convert
bass-poweron.aif,convert
fatresdown.aif,convert
sh101_1.aif,convert
bass_fart.aif,convert
dark_tekno_bass.aif,convert
alarm_bass.aif,convert
sh101_3.aif,convert
big-phasing-squirty-bass.aif,convert
eurobas.aif,convert
sh101_2.aif,convert
natural_bass.aif,convert
deep-bass-verb-pluck-1.aif,convert
synthslap2.aif,convert
synthslap.aif,convert
deep-bass-verb-pluck-2.aif,convert
whaabass.aif,convert
superlong_juno_bass.aif,convert
ascending-distortobass.aif,convert
natural_bass_2.aif,convert
flutter-of-death-bass.aif,convert
bigbass.aif,convert
bass-bombdive.aif,convert
nicesquirt.aif,convert
intense-echo-bass.aif,convert
deep_reso_bass.aif,convert
Bubble_Bass_Sweep.aif,convert
upright-bass-bombdive.aif,convert
deepcrash.aif,convert
proud-crash.aif,convert
normcrash.aif,convert
filtcrash.aif,convert
thincrash.aif,convert
breathcrash.aif,convert
orient_crash_(long).aif,convert
crapcrsh.aif,convert
crappy-crash.aif,convert
normal-crash.aif,convert
muted_crash_2.aif,convert
909-bright-crash.aif,convert
18_inch_crash.aif,convert
superstretch-glasscrash.aif,convert
curecrash2.aif,convert
stereoLchina.aif,convert
curecrash.aif,convert
splashcrash.aif,convert
909-bright-crash-rev.aif,convert
splishsplash_crash.aif,convert
drama_crash_(long).aif,convert
spacecrash.aif,convert
mystic_crash.aif,convert
stereocrash.aif,convert
glasshammer.aif,convert
muted_crash.aif,convert
tekno-hat3.aif,convert
openclosehh.aif,convert
quickhat2.aif,convert
bendupohh.aif,convert
707-ohh.aif,convert
tekno-hat2.aif,convert
house-mhh.aif,convert
quickhat1.aif,convert
narrowchh.aif,convert
tekno-hat1.aif,convert
synth_hh.aif,convert
bigopenhh.aif,convert
tekno-hat4.aif,convert
glasscut-hat.aif,convert
filtchh.aif,convert
big-foot-hh.aif,convert
wideopenhh.aif,convert
brightest-hat.aif,convert
pitched-up-ohh.aif,convert
hard_ohh.aif,convert
max-chh.aif,convert
gateohhbd.aif,convert
electro_chh.aif,convert
ohh808b.aif,convert
shimmerstrike.aif,convert
shortohh2.aif,convert
ordinary_closed_hh.aif,convert
thick_hh.aif,convert
darkohh.aif,convert
909-collapsed-hat.aif,convert
tinychh808.aif,convert
cuts-through-it-ohh.aif,convert
longhat.aif,convert
ug-mhh.aif,convert
foothh.aif,convert
chh2.aif,convert
brightohh808.aif,convert
lowchh2.aif,convert
supersharp-hihat.aif,convert
ohh808.aif,convert
WS-hat2.aif,convert
WS-hat3.aif,convert
smallohh.aif,convert
new_closed_hat.aif,convert
wideopen_closed_hh.aif,convert
WS-hat1.aif,convert
909-lofi-ohh.aif,convert
solid_ohh_to chh.aif,convert
HatRoll.aif,convert
brighterchh.aif,convert
half_open_hh.aif,convert
loudchh.aif,convert
new_closed_hat 2.aif,convert
tinychh.aif,convert
ehat.aif,convert
gatechh2.aif,convert
electro_ohh.aif,convert
pedal_hi_hat.aif,convert
909-bright-ohh.aif,convert
earpiercehat.aif,convert
crunchmhh.aif,convert
housemhh.aif,convert
max-ohh.aif,convert
thick_bad_ohh.aif,convert
flanged_ohh.aif,convert
filtohh.aif,convert
mini-hat.aif,convert
shortohh.aif,convert
909-squoosh-hat.aif,convert
metahat.aif,convert
lingering_ohh_to chh.aif,convert
909-banging-lofi-hat.aif,convert
crunch_chh.aif,convert
clear-hat.aif,convert
chh.aif,convert
brightchh.aif,convert
shut_down_ohh.aif,convert
chh808.aif,convert
gatechh.aif,convert
ug-mhh2.aif,convert
READ-ME.html,convert
basic_tone.aif,convert
note_ambience.aif,convert
deepsweep.aif,convert
metallic.aif,convert
one-hundred-ten-percent.aif,convert
hardsweep.aif,convert
squirt_metal.aif,convert
narrowdeep.aif,convert
solid_metal.aif,convert
oscillating.aif,convert
annoying.aif,convert
reverse_sweep.aif,convert
not_a_bell.aif,convert
narrowsweep.aif,convert
hardsweep2.aif,convert
deep_dark_bass_pad.aif,convert
hmm.aif,convert
darknote.aif,convert
throat_res.aif,convert
tinshaw.aif,convert
tampoura.aif,convert
didgeridoo.aif,convert
.DS_Store,convert
digeridoorhythm.aif,convert
tambura-loop.aif,convert
jawharp.aif,convert
zithrhit.aif,convert
sitar_chikari.aif,convert
sitar_three_notes.aif,convert
jawharp-adventure.mp3,convert
berimbau.aif,convert
yer-plucking-mad-dude.aif,convert
didgeridoo_2.aif,convert
glisshit.aif,convert
darkhousenote.aif,convert
glissy-organ-hit.WAV,convert
darkhouse.aif,convert
M1_organ_low.aif,convert
glissdownup.aif,convert
big7.aif,convert
softmin7.aif,convert
octavenote.aif,convert
classichouse.aif,convert
waver_organ.aif,convert
shortsoft.aif,convert
M1_organ_hi.aif,convert
supercheez.aif,convert
scarynote.aif,convert
hardattack.aif,convert
softmaj7.aif,convert
cheezeminor.aif,convert
organlick.aif,convert
shortwarm.aif,convert
urku_hit.aif,convert
suspense_hit.aif,convert
old-string-rise.aif,convert
sad-strings-Amin.aif,convert
mellotron-string.aif,convert
cello_bowed.aif,convert
bassoon14_d4.aif,convert
big-orchestra-note-A.aif,convert
sad-strings-Amin7.aif,convert
oboe_d4.aif,convert
blissed_out_harp.aif,convert
orchestra-strings-warm-up.aif,convert
violin_suspense.aif,convert
sad-strings-Amaj.aif,convert
celeste_long.aif,convert
tremolo-strings.aif,convert
pretty-string-swell.aif,convert
spooky-minor-strings.aif,convert
wavedrum1.aif,convert
wavedrum3.aif,convert
wavedrum2.aif,convert
blobble.aif,convert
tambo-dum.aif,convert
tabla-hardhit.aif,convert
.DS_Store,convert
SteelDrum-vs.aif,convert
gungru.2.aif,convert
rainstick.aif,convert
shekere1.aif,convert
bigbend.aif,convert
electrotabla.aif,convert
bendy.aif,convert
pipechimes.aif,convert
lotabla.aif,convert
bongo lo.aif,convert
tambo-tak.aif,convert
tablaesque.aif,convert
long-tabla-hit.aif,convert
shekere-roll.aif,convert
solid-tabla-hit.aif,convert
tabla-dum.aif,convert
bongo hi.aif,convert
gungru5.aif,convert
gungru1.aif,convert
crikix.aif,convert
djembe-side.aif,convert
ethnowhat.aif,convert
gungru3.aif,convert
steeldrum.aif,convert
timbale-lo.aif,convert
Rattle_01-vs.aif,convert
timpani-roll.aif,convert
shaker.aif,convert
tamborine2.aif,convert
timpani-lo.aif,convert
loagogo.aif,convert
tamborine3.aif,convert
rattle.aif,convert
timpani hi.aif,convert
shaker2.aif,convert
tamborine1.aif,convert
conga.aif,convert
tambourine-clean.aif,convert
hicow.aif,convert
conga_clean_lower.aif,convert
nicecow.aif,convert
Fingersnap.WAV,convert
bell2.aif,convert
tamborine4.aif,convert
tambourine-simple2.aif,convert
distorto-shaka-hit.aif,convert
vibraslap.aif,convert
hitamb.aif,convert
bell1.aif,convert
tambourine-simple1.aif,convert
loblock.aif,convert
hitimbale.aif,convert
timpani-crescendo2.aif,convert
lamo-vibraslap.aif,convert
vibraslap2.aif,convert
shaker_long.aif,convert
superverb-long-conga.aif,convert
maraca.aif,convert
conga_clean_low.aif,convert
conga_clean_high.aif,convert
cabasa.aif,convert
lobongo.aif,convert
noisetom1.aif,convert
shkr1.aif,convert
lotimbale.aif,convert
timpani-tremelo2.aif,convert
noisetom2.aif,convert
shkr2.aif,convert
shkr3.aif,convert
hiconga.aif,convert
whistle2.aif,convert
light_tamb.aif,convert
bright-cabasa.aif,convert
snap.aif,convert
locow.aif,convert
conga_clean_lowest.aif,convert
whistle3.aif,convert
whistle1.aif,convert
midconga.aif,convert
WS-shaker.aif,convert
tuned_and_dissonant.aif,convert
hibongo.aif,convert
conga2.aif,convert
darkshaker.aif,convert
808agogo.aif,convert
badcow.aif,convert
timpani lo.aif,convert
clave.aif,convert
police_whistle.aif,convert
tamb-lofi.aif,convert
timpani-hi.aif,convert
deep-conga.aif,convert
loconga.aif,convert
hardtimbale.aif,convert
triangleopen.aif,convert
hiagogo.aif,convert
ominous-kettle-drum.aif,convert
straight-tambourine.aif,convert
conga_clean.aif,convert
woodfish.aif,convert
tamb.aif,convert
bongo-lo.aif,convert
trianglemute.aif,convert
SHIRR1.WAV,convert
timpani-tremelo.aif,convert
conga_clean_higher.aif,convert
hardsleigh.aif,convert
housewhistle.aif,convert
bigmaraca.aif,convert
conga-rub-hit.aif,convert
shaker_short.aif,convert
hiblock.aif,convert
lectroperc.aif,convert
timpani med.aif,convert
cowbell808.aif,convert
timpani-crescendo.aif,convert
woodfish2.aif,convert
fem-choir-G1.aif,convert
psychology-chimes.aif,convert
warbling_seventh.aif,convert
warm-oscillator-pad.aif,convert
three-part-7th-pad.aif,convert
narrowfilt.aif,convert
classic7th.aif,convert
bandpass_ambience.aif,convert
farfisa_chord1_ashp_maj7.aif,convert
big-indistinct-pad.aif,convert
soft-synth-seventh.aif,convert
farfisa_chord2_gmin9.aif,convert
ambient-strum-sustain.aif,convert
granular-fifth.aif,convert
minorbright.aif,convert
.DS_Store,convert
spooky-waterdrops-pad.aif,convert
upliftsynth.aif,convert
prophetic_pad.aif,convert
longambience.aif,convert
sweepin.aif,convert
harmonics-only.aif,convert
granular-string.aif,convert
rhodes_staggerchord.aif,convert
muted_seventh.aif,convert
big-pretty-air-pad.aif,convert
farfisa_chord1_ashp_min7.aif,convert
lush_ambience.aif,convert
phaseoring.aif,convert
distortion-pad.aif,convert
panning_scratchy_pad.aif,convert
